id,filename,title,artist,year,museum,tier,portrait_flag,masterpiece_flag,value_score,image_url,source_url,credit_line,department,classification,style,terms,categories,license,price_text
3301,aic_3301.jpg,Man of the Twentieth Century,Pablo O'Higgins,1943.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/f69da0c5-98ca-157b-154e-40100532e74f/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3301,Gift of Joseph R. Shapiro,Prints and Drawings,"['lithograph', 'print', 'prints and drawing']",[],"['lithograph', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3302,aic_3302.jpg,"Woman, Beggar and Dog",Pablo O'Higgins,1924.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/1c0973e6-ee8f-dac9-021b-10942e083e94/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3302,Gift of Joseph R. Shapiro,Prints and Drawings,"['lithograph', 'print', 'prints and drawing']",[],"['lithograph', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3304,aic_3304.jpg,"The Actor Nakamura Kichiemon I as Mitsuhide, from the series “Collection of Portraits by Shunsen (Shunsen nigao shu)""",Natori Shunsen,1925.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/ae2d333f-a7ce-0f60-0980-a4fc40f7bcd7/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3304,Clarence Buckingham Collection,Arts of Asia,"['woodblock print', 'print', 'asian art']",[],"['woodblock print', 'print', 'asian art']",['Arts of Asia'],unknown,Estimate: $3.4M
3306,aic_3306.jpg,"The Actor Sawada Shojiro as the Swordsman Hayashi Buhei, from the series “Collection of Portraits by Shunsen (Shunsen nigao shu)""",Natori Shunsen,1927.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/4ad2edc0-4f4c-5d73-a367-2ed35ebedaa4/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3306,Clarence Buckingham Collection,Arts of Asia,"['woodblock print', 'print', 'asian art']",[],"['woodblock print', 'print', 'asian art']",['Arts of Asia'],unknown,Estimate: $3.4M
3310,aic_3310.jpg,"The Actor Onoe Matsusuke IV as Nozarashi Kohei, from the series “Collection of Portraits by Shunsen (Shunsen nigao shu)""",Natori Shunsen,1925.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/8aca16f5-df36-23d8-c2be-0c279eab9d6c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3310,Clarence Buckingham Collection,Arts of Asia,"['woodblock print', 'print', 'asian art']",[],"['woodblock print', 'print', 'asian art']",['Arts of Asia'],unknown,Estimate: $3.4M
3313,aic_3313.jpg,Sketch of Family Group with Three Seated Women and Young Man Standing,Johann Friedrich August Tischbein,1700.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/ba672e92-9b23-fba2-ecdc-81d86828781b/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3313,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['graphite', 'drawings (visual works)', 'prints and drawing']",[],"['graphite', 'paper (fiber product)', 'graphite', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3315,aic_3315.jpg,"Fox Hunt, Lady and Gentleman Riders",W. H. Temple,1865.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/d6b6583d-4c8b-13ab-76e1-7e2b9bc7e23a/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3315,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'wove paper', 'ink', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3318,aic_3318.jpg,Roman Peasant Woman and Sleeping Children,Giovanni Tognolli,1825.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/c002892d-4b0a-b3de-67d9-05c9d827796d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3318,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['graphite', 'drawings (visual works)', 'prints and drawing']",[],"['graphite', 'paper (fiber product)', 'wove paper', 'graphite', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3324,aic_3324.jpg,Woman in Summer Clothing (Portrait of Nakatani Tsuru),Hashiguchi Goyô,1920.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/0dc03413-a773-2015-de6f-c7a66af4d997/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3324,Clarence Buckingham Collection,Arts of Asia,"['woodblock print', 'print', 'asian art']",[],"['woodblock print', 'print', 'asian art']",['Arts of Asia'],unknown,Estimate: $3.4M
3341,aic_3341.jpg,"Half-Length Portrait of Woman in Profile, Facing Right",Peltro William Tomkins,1780.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/eb1eed91-bae1-2de9-f1fe-04533f27ff13/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3341,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['chalk', 'drawings (visual works)', 'prints and drawing']",[],"['chalk', 'paper (fiber product)', 'graphite', 'laid paper', 'black crayons', 'crayons', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3343,aic_3343.jpg,"Woman Kneeling, Exultant, from The Samland Ode",Max Pechstein,1917.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/9070f051-0c45-7e9d-9b6d-05620ea69779/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3343,Gift of Joseph R. Shapiro,Prints and Drawings,"['lithograph', 'print', 'prints and drawing']",[],"['lithograph', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3346,aic_3346.jpg,Woman at the Gate,Camille Pissarro,1889.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/2b9d22d2-1a23-6937-a982-c48c989964f3/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3346,Gift of Joseph R. Shapiro,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3350,aic_3350.jpg,Portrait Head of Girl,J. Aspinall,1790.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/201a3262-dd8d-ef6f-0b5d-6527d0692724/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3350,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['graphite', 'drawings (visual works)', 'prints and drawing']",[],"['graphite', 'paper (fiber product)', 'graphite', 'black crayons', 'crayons', 'drawings (visual works)', 'prints and drawing', 'wove paper']",['Prints and Drawings'],unknown,Estimate: $3.4M
3360,aic_3360.jpg,A Man of Feeling,Thomas Rowlandson,1811.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/dba47170-d01e-2252-d8be-92fb129caf47/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3360,Gift of Joseph R. Shapiro,Prints and Drawings,"['lithograph', 'print', 'prints and drawing']",[],"['lithograph', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3374,aic_3374.jpg,"The Parisian “- Tell me, good man, what are you doing with all these cows once they have become old and don't give milk any more? The Cowherd “- Silly question... we make oxen out of them!,” plate 13 from Ces Bons Parisiens",Honoré-Victorin Daumier,1857.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/47b0bf5d-f428-7bb9-bd26-4240913541fb/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3374,Gift of Charles H. Worcester,Prints and Drawings,"['lithograph', 'print', 'prints and drawing']",[],"['lithograph', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3382,aic_3382.jpg,"New Entertainment at the Parisian Evening Parties. The spirit of Mr. Hume shaving the beard of Monsieur de St. Potard and undoing the hair of Madame Coffignon, plate 8 from Ces Bons Parisiens",Honoré-Victorin Daumier,1857.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/26f843e1-185d-7e8a-f7f5-8057258a5a79/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3382,Gift of Charles H. Worcester,Prints and Drawings,"['lithograph', 'print', 'prints and drawing']",[],"['lithograph', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3386,aic_3386.jpg,Breton Girl,Paul Sérusier,1885.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/26c853e8-adea-7ac8-a8e5-d9d8d3ff4def/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3386,Gift of Joseph R. Shapiro,Prints and Drawings,"['lithograph', 'print', 'prints and drawing']",[],"['lithograph', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3392,aic_3392.jpg,"The Gown Falls, Man Remains, and the Legs are Shaking. (J.B. Rousseau), plate 10 from Coquetterie",Honoré-Victorin Daumier,1840.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/b566989e-75d4-3cff-0547-f07f306a98f8/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3392,Gift of Charles H. Worcester,Prints and Drawings,"['lithograph', 'print', 'prints and drawing']",[],"['lithograph', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3393,aic_3393.jpg,Standing Lion with Shaggy Mane,Frederik William Zurcher,1855.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/20ed55c6-643e-712e-0d6b-089c9fe86412/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3393,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['graphite', 'drawings (visual works)', 'prints and drawing']",[],"['graphite', 'paper (fiber product)', 'graphite', 'wove paper', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3399,aic_3399.jpg,Opening of Parliment under Edward VII,Douglas MacPherson,1904.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/ee120500-befa-294d-afff-7b4219136369/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3399,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'manuscript', 'drawings (visual works)', 'prints and drawing']",['medieval'],"['pen and ink drawings', 'medieval', 'paper (fiber product)', 'ink', 'gouache', 'water-base paint', 'paint', 'graphite', 'manuscript', 'wove paper', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3420,aic_3420.jpg,A Woman's Secret,E. P. Kinsella,1900.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/67cdfec5-3090-4e7a-ed83-df7b04256c09/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3420,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'coating (material)', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3433,aic_3433.jpg,Woman at Her Bath,Suzanne Valadon,1908.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/4619d253-e878-c88d-dffe-3b32c0f83516/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3433,Gift of Joseph R. Shapiro,Prints and Drawings,"['drypoint', 'print', 'prints and drawing']",[],"['drypoint', 'paper (fiber product)', 'print', 'prints and drawing']","['Prints and Drawings', 'Women artists']",unknown,Estimate: $3.4M
3452,aic_3452.jpg,Bust of a Woman,Max Weber,1925.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/5e4c5986-dc3e-2b5e-1a66-14245983878c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3452,Gift of Joseph R. Shapiro,Prints and Drawings,"['lithograph', 'print', 'prints and drawing']",[],"['lithograph', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3468,aic_3468.jpg,Man and Woman Riding Horses,Unknown artist,n.d.,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/ef1d61af-383f-a9f1-b8a8-ab494395f7ea/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3468,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'graphite', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3472,aic_3472.jpg,Woman and Child,Alfredo Zalce,1947.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/699e884b-ad34-471b-316a-5e0a6a23ff75/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3472,Gift of Joseph R. Shapiro,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']","['Prints and Drawings', 'Latin American']",unknown,Estimate: $3.4M
3474,aic_3474.jpg,Too Many Cooks,Katherine May Roberts,1900.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/b9da6428-580d-d87b-c6d6-46f99466c995/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3474,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'graphite', 'drawings (visual works)', 'prints and drawing']","['Women artists', 'Prints and Drawings']",unknown,Estimate: $3.4M
3479,aic_3479.jpg,Column Krater (Mixing Bowl),Ancient Greek,-460.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/d2dcc8b3-e949-e0a1-4780-8bfc3c35b2b0/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3479,Gift of Mrs. Charles L. Hutchinson,Arts of the Ancient Mediterranean and Byzantium,"['vessel', 'ceramics', 'ancient art']",['red-figure'],"['terracotta', 'vessel', 'ceramics', 'ancient art', 'red-figure']",['Arts of the Ancient Mediterranean and Byzantium'],unknown,Estimate: $3.4M
3485,aic_3485.jpg,Old Woman and Young Woman Seated in Train Compartment,Harold Copping,1883.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/5f5209e6-2e4b-367a-67cb-cd85beb26c56/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3485,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['gouache', 'drawings (visual works)', 'prints and drawing']",[],"['gouache', 'paper (fiber product)', 'gouache', 'water-base paint', 'paint', 'graphite', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3488,aic_3488.jpg,Man Reading Newspaper Aloud to Companion in Restaurant,Henry Stephen Ludlow,1895.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/461431c4-0dfd-58d4-eec8-a0ebe9070cda/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3488,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'graphite', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3512,aic_3512.jpg,Three Boys Braving the Rapids in Small Boats,Cecil Charles Windsor Aldin,1890.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/d57c4d11-4079-736e-2e46-e77eb7acb2be/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3512,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'coating (material)', 'gouache', 'watercolor', 'water-base paint', 'paint', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3526,aic_3526.jpg,Young Man Watching Young Woman Reading Letter,A. K. MacDonald,1898.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/4ae12d06-ae87-968f-f723-9d277d2fe732/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3526,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'coating (material)', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3541,aic_3541.jpg,Young Mother Nursing Her Child,Mary Cassatt,1906.0,aic,2,1,0,0.850,"https://www.artic.edu/iiif/2/128c88c2-26a6-3ce4-830b-8578eb878cd9/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3541,,,"['painting', 'american arts']",['Impressionism'],"['painting', 'Impressionism', 'mothers', 'oil paint (paint)', 'organic material', 'american arts', 'nursing (breast feeding)', 'babies', 'parents', 'portraits', 'emotions', 'families', 'women', 'children']",['Women artists'],unknown,Estimate: $3.5M
3551,aic_3551.jpg,"Study for ""Arrangement in Grey and Black, No. 2: Portrait of Thomas Carlyle""",James McNeill Whistler,1872.0,aic,2,1,0,0.880,"https://www.artic.edu/iiif/2/b7637e1b-47d7-123c-fe43-46981a93550e/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3551,Gift of Emily Crane Chadbourne,Arts of the Americas,"['painting', 'american arts']",['Modernism'],"['painting', 'oil paint (paint)', 'Modernism', 'organic material', 'american arts']",['Arts of the Americas'],unknown,Estimate: $3.8M
3557,aic_3557.jpg,Horseman and Horsewoman in Park,Francis Arthur Fraser,1867.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/0e1202c5-8762-ecac-4b78-83bdc7deda03/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3557,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'graphite', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3562,aic_3562.jpg,"Tachibanaya: Ichikawa Yaozo III as Fuwa Banzaemon, from the series ""Portraits of Actors on Stage (Yakusha butai no sugata-e)""",Utagawa Toyokuni I,1794.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/da98e557-2fb5-0306-bc82-f7411d966309/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3562,Clarence Buckingham Collection,Arts of Asia,"['woodblock print', 'print', 'asian art']",['Japanese (culture or style)'],"['woodblock print', 'Japanese (culture or style)', 'print', 'asian art']",['Arts of Asia'],unknown,Estimate: $3.4M
3574,aic_3574.jpg,The Policeman Entered with His Supper,Cecil Charles Windsor Aldin,1890.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/a44bd008-baf2-3e10-bc9d-8d6160e8554b/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3574,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'graphite', 'lead white', 'opaque white pigment', 'white pigment', 'pigment', 'colorant', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3577,aic_3577.jpg,Three Caricatures of a Monocled Man,Unknown artist,1800.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/344a9de5-78c8-b2fb-b236-1eb0da5c6a23/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3577,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'graphite', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3578,aic_3578.jpg,Man and Woman Riding Horses at Hunt,Francis Arthur Fraser,1867.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/c5258358-108b-6391-8eb3-c7187bc1b142/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3578,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'gouache', 'watercolor', 'water-base paint', 'paint', 'graphite', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3580,aic_3580.jpg,"Boy as Hotei, from an untitled series of children as the Seven Gods of Good Fortune",Kitao Shigemasa,1780.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/012441e4-0b0a-10fd-c22a-a346fe58bb06/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3580,Clarence Buckingham Collection,Arts of Asia,"['woodblock print', 'print', 'asian art']",['Japanese (culture or style)'],"['woodblock print', 'Japanese (culture or style)', 'print', 'asian art']",['Arts of Asia'],unknown,Estimate: $3.4M
3603,aic_3603.jpg,"Jar with Relief of Standing Figure with Crescent Headdress, Holding Ritual Objects",Chimú,1200.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/942186a8-5868-f011-fe47-315f05dfab23/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3603,Gift of Brian Maldonado,Arts of the Americas,"['blackware (black basaltes)', 'arts of the americas', 'earthenware', 'ceramics', 'vessel', 'art of the americas', 'ritual objects']","['chimú', 'late intermediate period', 'Pre-Columbian', 'americas', 'Arts of the Americas', 'andean', 'andes']","['blackware (black basaltes)', 'ceramic', 'chimú', 'arts of the americas', 'inorganic material', 'late intermediate period', 'Pre-Columbian', 'americas', 'earthenware', 'ceramics', 'vessel', 'art of the americas', 'Arts of the Americas', 'ritual objects', 'andean', 'andes']","['Latin American', 'Arts of the Americas']",unknown,Estimate: $3.4M
3615,aic_3615.jpg,Portrait Bust of an Old Man Wearing Hat and Overcoat,Jean Jacques de Boissieu,1756.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/372fdf88-8109-4764-4668-adb910663fa2/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3615,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['graphite', 'drawings (visual works)', 'prints and drawing']",[],"['graphite', 'graphite', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3628,aic_3628.jpg,"The lady with the small raised cap, after a print from La Noblesse",Wenceslaus Hollar,1630.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/51177be4-f066-3913-5c6e-a545e89e8670/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3628,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'coating (material)', 'wash', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3631,aic_3631.jpg,Handle Spout Vessel in the Form of a Seated Man Carrying a Jar,Lambayeque,700.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/894c234a-4b5e-4c74-af59-2f1e863f39fc/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3631,Gift of David and Julia Loebel,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['tiahuanaco', 'middle horizon', 'Pre-Columbian', 'americas', 'lambayeque', 'late intermediate period', 'Arts of the Americas', 'andean', 'andes']","['earthenware', 'ceramic', 'tiahuanaco', 'arts of the americas', 'inorganic material', 'middle horizon', 'Pre-Columbian', 'americas', 'lambayeque', 'late intermediate period', 'ceramics', 'vessel', 'art of the americas', 'Arts of the Americas', 'andean', 'andes']","['Arts of the Americas', 'Latin American']",unknown,Estimate: $3.4M
3702,aic_3702.jpg,The Woman and the Owl,Master M.Z.,1500.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/da8d2e05-18a3-b9c2-a59e-499bf20ab514/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3702,"Bequest of Mrs. Potter Palmer, Jr.",Prints and Drawings,"['engraving', 'print', 'prints and drawing']",[],"['engraving', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3749,aic_3749.jpg,Two Figures Resting on Hillside near Two Trees,Franz Kobell,1700.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/5f730f2b-6302-cd25-a09b-c2e532ba4d5c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3749,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['pen and ink drawings', 'drawings (visual works)', 'prints and drawing']",[],"['pen and ink drawings', 'paper (fiber product)', 'ink', 'coating (material)', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3796,aic_3796.jpg,The Falconer and the Lady,"Israhel van Meckenem, the younger",1495.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/f36ba797-0ff1-d6dc-8744-2f54888dbc89/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3796,"Bequest of Mrs. Potter Palmer, Jr.",Prints and Drawings,"['engraving', 'print', 'prints and drawing']",[],"['engraving', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3799,aic_3799.jpg,The Knight and the Lady,"Israhel van Meckenem, the younger",1495.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/29271b50-807b-6daf-1fd7-f6c98b4c6a1d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3799,"Bequest of Mrs. Potter Palmer, Jr.",Prints and Drawings,"['engraving', 'print', 'prints and drawing']",[],"['engraving', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3800,aic_3800.jpg,Woman Carrying Water Jar,Raphael,1600.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/ebe8a2da-0661-c8d9-7729-2179fdd3fbc1/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3800,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['chalk', 'drawings (visual works)', 'prints and drawing']",[],"['chalk', 'paper (fiber product)', 'black chalk', 'chalk', 'inorganic material', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
3828,aic_3828.jpg,Young Man Holding Statuette,John Russell,1760.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/f2487e0a-940b-8428-f797-2fdf5c2a55b3/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/3828,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['chalk', 'paper', 'charcoal', 'drawings (visual works)', 'prints and drawing']",[],"['chalk', 'paper (fiber product)', 'gouache', 'paper', 'charcoal', 'laid paper', 'chalk sticks', 'black chalk', 'chalk', 'charcoal', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown,Estimate: $3.4M
