id,filename,title,artist,year,museum,tier,portrait_flag,masterpiece_flag,value_score,image_url,source_url,credit_line,department,classification,style,terms,categories,license
5733,aic_5733.jpg,Couple and cat,Ed Van Der Elsken,1950.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/2752cf68-a0e2-a7b9-a62d-dbec4265b2c9/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5733,Peabody Fund,Photography and Media,"['gelatin silver (developing-out-paper) pr', 'photographic process', 'photography', 'photograph']",[],"['gelatin silver (developing-out-paper) pr', 'photographic paper', 'Paris', 'black-and-white photography', 'animals', 'portraits: male subject', 'photography', 'portraits: female subject', 'insects', 'photographic process', 'photography', 'portraits', 'cats', 'photograph', 'photographic processes', 'photographic techniques', 'photography']",['Photography and Media'],unknown
5736,aic_5736.jpg,Family and Filmstrips,Ed Van Der Elsken,1950.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/2a676395-6be1-ba49-4f07-78a6d5cfea55/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5736,Peabody Fund,Photography and Media,"['gelatin silver (developing-out-paper) pr', 'photographic process', 'photography', 'photograph']",[],"['gelatin silver (developing-out-paper) pr', 'photographic paper', 'Paris', 'black-and-white photography', 'portraits: female subject', 'photography', 'portraits: child subject', 'street scenes', 'photographic process', 'photography', 'portraits', 'photograph', 'photographic processes', 'photographic techniques', 'photography']",['Photography and Media'],unknown
5738,aic_5738.jpg,Psychology Student,Ed Van Der Elsken,1950.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/bf7afa8f-a32d-432a-d98b-bf797af7e39e/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5738,Peabody Fund,Photography and Media,"['gelatin silver (developing-out-paper) pr', 'photographic process', 'photography', 'photograph']",[],"['gelatin silver (developing-out-paper) pr', 'photographic paper', 'Paris', 'black-and-white photography', 'portraits: female subject', 'photography', 'street scenes', 'photographic process', 'photography', 'portraits', 'photograph', 'photographic processes', 'photographic techniques', 'photography']",['Photography and Media'],unknown
5742,aic_5742.jpg,Narcissism,Ed Van Der Elsken,1950.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/668dc45e-f693-36df-62ff-e2a9dd350a05/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5742,Peabody Fund,Photography and Media,"['gelatin silver (developing-out-paper) pr', 'photographic process', 'photography', 'photograph']",[],"['gelatin silver (developing-out-paper) pr', 'photographic paper', 'Paris', 'black-and-white photography', 'portraits: female subject', 'photography', 'photographic process', 'photography', 'portraits', 'photograph', 'photographic processes', 'photographic techniques', 'photography']",['Photography and Media'],unknown
5773,aic_5773.jpg,Tetradrachm (Coin) Portraying King Mithridates VI,Ancient Greek,-90.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/b506dcd9-0c05-5749-0411-22ad4e405baa/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5773,Gift of Martin A. Ryerson,Arts of the Ancient Mediterranean and Byzantium,"['coin', 'ancient art']","['republic period', 'ancient']","['coin', 'silver', 'striking (metalworking)', 'portraits', 'republic period', 'nonferrous metal', 'metal', 'inorganic material', 'ancient art', 'writing', 'ancient']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
5779,aic_5779.jpg,Octadrachm (Coin) Portraying Queen Arsinoe II,Ancient Greek,-270.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/a4098863-b0bf-b54d-99dc-6ce76f1d57d2/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5779,Gift of Martin A. Ryerson,Arts of the Ancient Mediterranean and Byzantium,"['coin', 'ancient art']","['ptolemaic', 'greco-roman (egyptian)', 'ancient']","['coin', 'gold', 'striking (metalworking)', 'ptolemaic', 'portraits', 'nonferrous metal', 'metal', 'inorganic material', 'greco-roman (egyptian)', 'ancient art', 'ancient']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
5789,aic_5789.jpg,The Pink Boy,Samuel Arlent Edwards,1901.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/541b1c04-29fc-9790-fe44-9a0184343a49/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5789,Gift of Walter S. Brewster,Prints and Drawings,"['aquatint', 'print', 'prints and drawing']",[],"['aquatint', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
5803,aic_5803.jpg,"Boys in the Albergo dei Poveri Reformatory, a Vast Building Erected by King Charles of Sardinia at the End of the Nineteenth Century, Naples, Italy",David Seymour,1948.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/c151ecac-02f0-39cc-ac80-816a67190f77/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5803,Peabody Fund,Photography and Media,"['gelatin silver (developing-out-paper) pr', 'photographic process', 'photography', 'photograph']",[],"['gelatin silver (developing-out-paper) pr', 'photographic paper', 'black-and-white photography', 'photographic process', 'photography', 'photograph', 'photographic processes', 'photographic techniques', 'photography']",['Photography and Media'],unknown
5806,aic_5806.jpg,Three Boys Walking Down Road,David Seymour,1956.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/37c54c35-2c13-111c-69f7-ee9559342f24/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5806,Peabody Fund,Photography and Media,"['gelatin silver (developing-out-paper) pr', 'photographic process', 'photography', 'photograph']",[],"['gelatin silver (developing-out-paper) pr', 'photographic paper', 'black-and-white photography', 'photographic process', 'photography', 'photograph', 'photographic processes', 'photographic techniques', 'photography']",['Photography and Media'],unknown
5815,aic_5815.jpg,Little Girl Holding Cup,David Seymour,1931.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/7d3ac793-2d7a-8714-c47d-44ae0ea44bd3/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5815,Peabody Fund,Photography and Media,"['gelatin silver (developing-out-paper) pr', 'photographic process', 'photography', 'photograph']",[],"['gelatin silver (developing-out-paper) pr', 'photographic paper', 'black-and-white photography', 'photographic process', 'photography', 'photograph', 'photographic processes', 'photographic techniques', 'photography']",['Photography and Media'],unknown
5941,aic_5941.jpg,Standing Male Figure (Mankishi),Songye,1875.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/d6de3f26-483d-c8d5-7ccb-3bc5569a1515/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5941,Gift of Mr. and Mrs. Raymond Wielgus,Arts of Africa,"['wood', 'arts of Africa', 'sculpture', 'african art']","['songye', 'Arts of Africa', 'Central Africa', 'african Art']","['wood', 'wood (plant material)', 'songye', 'arts of Africa', 'Arts of Africa', 'plant material', 'iron (metal)', 'metal', 'inorganic material', 'copper alloy', 'nonferrous metal', 'sculpture', 'Central Africa', 'african Art', 'african art']",['Arts of Africa'],unknown
5943,aic_5943.jpg,Vessel in the Form of a Seated Figure Holding a Duck,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/05be4426-d204-e54b-41dd-bd57fbcb576d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/5943,Gift of Mr. and Mrs. Raymond Wielgus,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'mochica', 'early intermediate period', 'Pre-Columbian', 'americas', 'Arts of the Americas', 'andean', 'andes', 'south american']","['earthenware', 'terracotta', 'moche', 'arts of the americas', 'inorganic material', 'mochica', 'early intermediate period', 'Pre-Columbian', 'americas', 'ceramics', 'vessel', 'art of the americas', 'Arts of the Americas', 'andean', 'andes', 'south american']","['Latin American', 'Arts of the Americas']",unknown
6009,aic_6009.jpg,The Beggar Boy (The Young Pilgrim),Giovanni Battista Piazzetta,1738.0,aic,2,1,0,0.880,"https://www.artic.edu/iiif/2/2ae161a1-d263-f3b4-b41f-3d1901ddefcc/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6009,Charles H. and Mary F. S. Worcester Collection,Painting and Sculpture of Europe,"['oil on canvas', 'painting', 'european painting']",[],"['oil on canvas', 'painting', 'european painting']",['Painting and Sculpture of Europe'],unknown
6083,aic_6083.jpg,Self-Portrait,Caspar David Friedrich,1794.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/325f3bd4-b53d-ddd3-e3c4-80ffaf38aba2/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6083,Hamill Fund,Prints and Drawings,"['woodcut', 'print', 'prints and drawing']",[],"['woodcut', 'woodcut (process)', 'paper (fiber product)', 'printing', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
6143,aic_6143.jpg,"Head of a Woman, Three-Quarter-Face",Pablo Picasso,1953.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/1ad1129f-7a8a-4e8b-9300-d361267275e8/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6143,Print and Drawing Club Fund,Prints and Drawings,"['lithograph', 'print', 'prints and drawing', 'paper']",['Cubism'],"['lithograph', 'paper (fiber product)', 'Cubism', 'print', 'prints and drawing', 'paper', 'ink', 'wove paper']",['Prints and Drawings'],unknown
6147,aic_6147.jpg,Young Woman and her Dog,Henri Matisse,1929.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/c5a47c9c-b173-2370-8a2c-26f0cf3f9469/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6147,John H. Wrenn Memorial Collection,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
6150,aic_6150.jpg,Three-Quarter View of a Woman's Torso,Henri Matisse,1929.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/415da999-b3c3-05f9-0686-98a6712c42fd/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6150,John H. Wrenn Memorial Collection,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
6154,aic_6154.jpg,"Seated Nude Woman, Three-Quarter View",Henri Matisse,1931.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/abc7b066-fa2a-c93f-5531-f867a376a6da/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6154,John H. Wrenn Memorial Collection,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
6267,aic_6267.jpg,Stirrup Spout Vessel with Fineline Image of a Warrior Bird,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/8d1762f5-7b60-c9df-f647-a4701bac1efb/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6267,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'americas', 'andes', 'Arts of the Americas', 'andean']","['earthenware', 'ceramic', 'moche', 'modeling (forming)', 'anthropomorphic figure', 'pigment', 'arts of the americas', 'inorganic material', 'paint', 'coating (material)', 'ceramics', 'vessel', 'art of the americas', 'animals', 'birds', 'americas', 'andes', 'warfare', 'painting (image making)', 'Arts of the Americas', 'andean', 'weapons']","['Arts of the Americas', 'Latin American']",unknown
6304,aic_6304.jpg,Vessel in the Form of the Head of a Llama,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/563e54f8-fa28-d4ab-fade-02650aa9c178/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6304,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'americas', 'andes', 'Arts of the Americas', 'andean']","['earthenware', 'ceramic', 'animals', 'moche', 'modeling (forming)', 'arts of the americas', 'inorganic material', 'ceramics', 'vessel', 'art of the americas', 'americas', 'andes', 'painting (image making)', 'Arts of the Americas', 'andean']","['Arts of the Americas', 'Latin American']",unknown
6345,aic_6345.jpg,Handle Spout Vessel in the Form of Seated Man with Tatooed or Painted Face,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/16226d10-e65c-366b-4634-5c62fe29f501/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6345,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'south american', 'andes', 'Arts of the Americas', 'andean']","['earthenware', 'ceramic', 'moche', 'arts of the americas', 'inorganic material', 'south american', 'andes', 'ceramics', 'vessel', 'art of the americas', 'Arts of the Americas', 'andean']","['Arts of the Americas', 'Latin American']",unknown
6352,aic_6352.jpg,Handle Spout Vessel in the Form of Blind Man Holding a Cup,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/748e628a-aeac-f5ff-b217-9b9fd5d67568/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6352,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'south american', 'andes', 'Arts of the Americas', 'andean']","['earthenware', 'ceramic', 'moche', 'arts of the americas', 'inorganic material', 'south american', 'andes', 'ceramics', 'vessel', 'art of the americas', 'pigment', 'Arts of the Americas', 'andean']","['Latin American', 'Arts of the Americas']",unknown
6355,aic_6355.jpg,Handle Spout Vessel in the Form of a Figure Holding Corn Popper and Rolled Mat,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/65b17961-3d89-ff81-a59b-657235527850/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6355,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'mochica', 'early intermediate period', 'Pre-Columbian', 'americas', 'Arts of the Americas', 'andean', 'andes', 'south american']","['earthenware', 'ceramic', 'moche', 'arts of the americas', 'inorganic material', 'mochica', 'early intermediate period', 'Pre-Columbian', 'americas', 'ceramics', 'vessel', 'art of the americas', 'Arts of the Americas', 'andean', 'andes', 'south american']","['Arts of the Americas', 'Latin American']",unknown
6360,aic_6360.jpg,Stirrup Spout Vessel Depicting Man Holding Decorated Textile,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/ec24cb45-7bea-da29-d33c-274f5ee7abfe/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6360,Gift of Nathan Cummings,Arts of the Americas,"['ceramics', 'arts of the americas', 'vessel', 'art of the americas']","['moche', 'south american', 'andes', 'Arts of the Americas', 'andean']","['ceramics', 'moche', 'ceramic', 'arts of the americas', 'south american', 'andes', 'vessel', 'art of the americas', 'pigment', 'Arts of the Americas', 'andean']","['Latin American', 'Arts of the Americas']",unknown
6367,aic_6367.jpg,"Portrait Vessel in Form of Seated Man, Possibly a Hunchback",Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/639e84ce-095f-671e-41e4-f88465d04004/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6367,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'south american', 'andes', 'Arts of the Americas', 'andean']","['earthenware', 'ceramic', 'moche', 'arts of the americas', 'inorganic material', 'south american', 'andes', 'ceramics', 'vessel', 'art of the americas', 'pigment', 'Arts of the Americas', 'andean', 'people', 'portraits']","['Latin American', 'Arts of the Americas']",unknown
6368,aic_6368.jpg,Bust of a Man,Staffordshire Potteries,1810.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/830fe053-7b94-9455-19f5-708ac5e24c3a/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6368,Lucy Maud Buckingham Collection,Applied Arts of Europe,"['bust/head', 'sculpture', 'porcelain', 'european decorative arts', 'ceramics']",[],"['bust/head', 'earthenware', 'sculpture', 'porcelain', 'european decorative arts', 'ceramics']",['Applied Arts of Europe'],unknown
6371,aic_6371.jpg,Handle Spout Vessel in the Form of a Woman and Child,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/31841749-b004-3d6f-0d3f-845f818373bd/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6371,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'south american', 'andes', 'Arts of the Americas', 'andean']","['earthenware', 'ceramic', 'moche', 'arts of the americas', 'inorganic material', 'south american', 'andes', 'ceramics', 'vessel', 'art of the americas', 'pigment', 'Arts of the Americas', 'andean']","['Latin American', 'Arts of the Americas']",unknown
6376,aic_6376.jpg,Handle Spout Vessel in the Form of a Skeletal Figure Holding a Child,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/9b667607-a25f-ee0b-8ae7-ce1fd005386d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6376,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'south american', 'andes', 'Arts of the Americas', 'andean']","['earthenware', 'ceramic', 'moche', 'arts of the americas', 'inorganic material', 'south american', 'andes', 'ceramics', 'vessel', 'art of the americas', 'pigment', 'Arts of the Americas', 'andean']","['Latin American', 'Arts of the Americas']",unknown
6380,aic_6380.jpg,Handle Spout Vessel in the Form of a Seated Royal Figure,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/836b51ac-0e94-7381-3a09-174a4ba7584d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6380,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'south american', 'andes', 'Arts of the Americas', 'andean']","['earthenware', 'ceramic', 'moche', 'pigment', 'arts of the americas', 'inorganic material', 'south american', 'andes', 'ceramics', 'vessel', 'art of the americas', 'Arts of the Americas', 'andean']","['Arts of the Americas', 'Latin American']",unknown
6386,aic_6386.jpg,Bust of a Woman,Louis-Marin Bonnet,1766.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/31f251e0-254c-1326-e5e5-f349a9d51d98/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6386,Gift of Mrs. Charles Netcher in memory of Charles Netcher II,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'etching', 'paper (fiber product)', 'pastels (crayons)', 'crayons', 'printing', 'engraving (printing process)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
6401,aic_6401.jpg,"Single Spout Vessel in the Form of a Crossed-Legged Figure, Probably Deceased",Nazca,-180.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/e21e7f7c-195b-c476-cd9a-3b3512bbafa1/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6401,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['nazca', 'early intermediate period', 'Pre-Columbian', 'americas', 'Arts of the Americas', 'andean', 'andes']","['earthenware', 'ceramic', 'nazca', 'arts of the americas', 'inorganic material', 'early intermediate period', 'Pre-Columbian', 'americas', 'ceramics', 'vessel', 'art of the americas', 'Arts of the Americas', 'andean', 'andes']","['Arts of the Americas', 'Latin American']",unknown
6460,aic_6460.jpg,Monk Carrying Woman,Avon Pottery,1600.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/ff458214-8e24-c306-8128-321408efeef8/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6460,"Purchased through the Annett Maltby Chapin Fund, given in memory of Mr. and Mrs. Charles Henry Chapin.",Applied Arts of Europe,"['earthenware', 'european decorative arts', 'ceramics']",[],"['earthenware', 'earthenware', 'ceramic', 'inorganic material', 'european decorative arts', 'ceramics']",['Applied Arts of Europe'],unknown
6560,aic_6560.jpg,Peasant Girls from Andorra,Pablo Picasso,1906.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/6d46a679-dbce-8411-5953-1400b63b311f/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6560,Gift of Robert Allerton,Prints and Drawings,"['pen and ink drawings', 'paper', 'drawings (visual works)', 'prints and drawing']",['Cubism'],"['pen and ink drawings', 'Century of Progress', 'paper (fiber product)', 'Cubism', 'paper', 'charcoal', 'brown ink', 'colored ink', 'ink', 'drawings (visual works)', 'prints and drawing', ""world's fairs"", ""Chicago World's Fairs"", 'laid paper']",['Prints and Drawings'],unknown
6565,aic_6565.jpg,American Gothic,Grant Wood,1930.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/b272df73-a965-ac37-4172-be4e99483637/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6565,Friends of American Art Collection,Arts of the Americas,"['oil paintings (visual works)', 'painting', 'modern and contemporary art']","['Realism', 'Modernism']","['oil paintings (visual works)', 'Realism', 'farm life', 'Beaverboard (TM)', 'painting (image making)', 'oil paint (paint)', 'painting', 'modern and contemporary art', 'Century of Progress', ""world's fairs"", ""Chicago World's Fairs"", 'architecture', 'Chicago', 'fashion', 'people', 'portraits', 'oil painting', 'Modernism']","['Art Institute Icons', 'Essentials', 'SAIC Alumni and Faculty', 'Arts of the Americas']",unknown
6594,aic_6594.jpg,Two Girls,Marie Laurencin,1905.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/b5431ded-2642-4357-1097-f09de8fc5c86/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6594,Gift of Mrs. Albert and Miss Alice Roullier,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']","['Prints and Drawings', 'Women artists']",unknown
6727,aic_6727.jpg,Portrait of Balzac,Auguste Rodin,1893.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/3f6529af-1353-fa19-404b-e39998354732/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6727,Gift of Silvain and Arma Wyler,Painting and Sculpture of Europe,"['large scale', 'sculpture']",['Post-Impressionism'],"['large scale', 'bronze', 'Post-Impressionism', 'men', 'copper alloy', 'nonferrous metal', 'metal', 'inorganic material', 'sculpture', 'portraits', 'emotions']",['Painting and Sculpture of Europe'],unknown
6745,aic_6745.jpg,Two Boys as the Eccentric Monks Kanzan (Chinese: Hanshan) and Jittoku (Chinese: Shide),Okumura Masanobu,1700.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/df13ed9c-d6c9-be06-899f-dab65167b34c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6745,Gift of Mr. and Mrs. Jared K. Morse in memory of Charles J. Morse,Arts of Asia,"['woodblock print', 'print', 'asian art', 'woodblock']",['Japanese (culture or style)'],"['woodblock print', 'paper (fiber product)', 'Japanese (culture or style)', 'print', 'asian art', 'woodblock']",['Arts of Asia'],unknown
6793,aic_6793.jpg,Portrait of Wen Zhengming,,1600.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/4ca3d40b-9fcd-2302-673d-7222f35d02da/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6793,S. M. Nickerson Fund,Arts of Asia,"['painting', 'asian art', 'photograph', 'photography']",['Chinese (culture or style)'],"['painting', 'silk (textile)', 'Chinese (culture or style)', 'ink', 'asian art', 'photograph', 'photography']",['Arts of Asia'],unknown
6805,aic_6805.jpg,A Young Woman in a Summer Shower,Suzuki Harunobu,1765.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/36063859-9cc2-3787-b528-e6c9361b70b6/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6805,Clarence Buckingham Collection,Arts of Asia,"['woodblock print', 'print', 'asian art']",['Japanese (culture or style)'],"['woodblock print', 'Japanese (culture or style)', 'print', 'asian art']",['Arts of Asia'],unknown
6824,aic_6824.jpg,Man in Thatched Hut Viewing the Moon,Nishimura Shigenaga,1740.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/473a9819-4034-30e3-f690-c147bb0a034d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6824,Clarence Buckingham Collection,Arts of Asia,"['woodblock print', 'print', 'asian art', 'woodblock']",['Japanese (culture or style)'],"['woodblock print', 'paper (fiber product)', 'Japanese (culture or style)', 'print', 'asian art', 'woodblock']",['Arts of Asia'],unknown
6835,aic_6835.jpg,Joseph Gerrish,John Singleton Copley,1770.0,aic,2,1,0,0.880,"https://www.artic.edu/iiif/2/1d0775a8-a9d7-ca36-16cb-6a32e14c3b68/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6835,Gift of the Estate of Adela Barrett,Arts of the Americas,"['painting', 'american arts']",[],"['painting', 'oil paint (paint)', 'fashion', 'organic material', 'american arts', 'people', 'portraits']",['Arts of the Americas'],unknown
6907,aic_6907.jpg,"Allegorical Figure of Fortitude, with Coat of Arms Above",Giovanni Battista Coriolano,1600.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/bf8ca2dd-06b4-5aa7-f35b-98418a9aeead/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6907,The Leonora Hall Gurley Memorial Collection,Prints and Drawings,"['ink or chalk wash', 'drawings (visual works)', 'prints and drawing']",[],"['ink or chalk wash', 'paper (fiber product)', 'ink', 'coating (material)', 'wash', 'chalk sticks', 'black chalk', 'chalk', 'inorganic material', 'drawings (visual works)', 'prints and drawing']",['Prints and Drawings'],unknown
6915,aic_6915.jpg,"Fragment of a Jar in the Form of a Human Head, Possibly Deceased, Wearing a Nosering",Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/206e0c24-aa2a-df95-29fd-f47941ad6663/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6915,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'mochica v', 'mochica', 'early intermediate period', 'Pre-Columbian', 'americas', 'Arts of the Americas', 'andean', 'andes', 'south american']","['earthenware', 'ceramic', 'moche', 'arts of the americas', 'inorganic material', 'mochica v', 'mochica', 'early intermediate period', 'Pre-Columbian', 'americas', 'ceramics', 'vessel', 'art of the americas', 'Arts of the Americas', 'andean', 'andes', 'south american']","['Arts of the Americas', 'Latin American']",unknown
6918,aic_6918.jpg,Portrait Vessel of a Ruler with Face Paint and Large Earflares,Moche,-100.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/2387610b-2744-2a52-0d80-8aa676414da0/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/6918,Gift of Nathan Cummings,Arts of the Americas,"['earthenware', 'arts of the americas', 'ceramics', 'vessel', 'art of the americas']","['moche', 'mochica iii', 'mochica', 'early intermediate period', 'Pre-Columbian', 'americas', 'Arts of the Americas', 'andean', 'andes', 'south american']","['earthenware', 'ceramic', 'moche', 'arts of the americas', 'terracotta', 'inorganic material', 'mochica iii', 'mochica', 'early intermediate period', 'Pre-Columbian', 'americas', 'ceramics', 'vessel', 'art of the americas', 'Arts of the Americas', 'andean', 'andes', 'south american', 'people', 'portraits']","['Latin American', 'Arts of the Americas']",unknown
