filename,museum,title,artist,year,price_text,license,auction_price_usd,permalink,id,tier,portrait_flag,masterpiece_flag,value_score,image_url,source_url,credit_line,department,classification,style,terms,categories
aic_421.jpg,aic,Head of a Child (?),Ancient Greek,2nd-1st century BCE,,unknown,,,421.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/afd60dbb-5a47-b8c9-2b31-059157c3d83d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/421,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_422.jpg,aic,Head of a Woman,Ancient Greek,4th-3rd century BCE,,unknown,,,422.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/e6439d51-ddc5-4498-a657-cc295a434a2c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/422,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_423.jpg,aic,Head of a Woman,Ancient Greek,4th-3rd century BCE,,unknown,,,423.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/38cdd872-8ef6-3b89-2885-4a0d6b57ca89/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/423,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_424.jpg,aic,Head of a Woman,Ancient Greek,4th-3rd century BCE,,unknown,,,424.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/8445144a-5310-bf76-5bc1-f08e85b1d0e7/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/424,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_425.jpg,aic,Head of a Child,Ancient Greek,3rd-1st century BCE,,unknown,,,425.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/6bc00365-c82d-3e93-4aa2-90ef7c72e496/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/425,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_427.jpg,aic,Head of a Woman,Ancient Greek,4th-3rd century BCE,,unknown,,,427.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/17a63241-a66b-3fd2-02cf-d97557ef8b28/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/427,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_428.jpg,aic,Head of a Woman,Ancient Greek,3rd-1st century BCE,,unknown,,,428.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/b875ad1f-e4ea-3e31-4d83-f18ab6abba66/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/428,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_429.jpg,aic,Head of a Woman,Ancient Greek,3rd-1st century BCE,,unknown,,,429.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/32a81d2c-ea98-46f5-347c-ea79ecd50225/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/429,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_430.jpg,aic,Head of a Child (?),Ancient Greek,3rd-1st century BCE,,unknown,,,430.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/4e485fb4-0e39-57d1-2968-b4c57cdb6076/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/430,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_431.jpg,aic,Head of a Man,Ancient Greek,5th-4th century BCE,,unknown,,,431.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/3530dade-488f-823d-8667-4afae0c85673/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/431,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_432.jpg,aic,Head of a Woman,Ancient Greek,4th-3rd century BCE,,unknown,,,432.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/12f68c88-b44e-27fb-06e1-49507c06a500/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/432,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_433.jpg,aic,Head of a Youth (?),Ancient Greek,3rd-1st century BCE,,unknown,,,433.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/a78835f9-c9d1-45cf-a9df-840ea9be550c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/433,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_434.jpg,aic,Head of a Man,Ancient Greek,4th-3rd century BCE,,unknown,,,434.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/1519d693-da75-782d-9442-1ac2348e0022/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/434,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_435.jpg,aic,Head of a Child (?),Ancient Greek,2nd-1st century BCE,,unknown,,,435.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/82309231-1e8a-42ea-5adb-ff2cdc560c45/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/435,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_436.jpg,aic,"Statuette of a Man, possibly Herakles",Ancient Greek,3rd-1st century BCE,,unknown,,,436.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/31f509aa-21d9-857c-f86f-89a3d6a741a4/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/436,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art', 'decorative arts']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art', 'decorative arts']",['Arts of the Ancient Mediterranean and Byzantium']
aic_437.jpg,aic,Head of a Woman,Ancient Greek,3rd-1st century BCE,,unknown,,,437.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/7a7f6faf-8aad-0fb3-3681-078120297c2c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/437,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_438.jpg,aic,Head of a Woman,Ancient Greek,2nd-1st century BCE,,unknown,,,438.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/0fc30702-be3f-795e-4ea3-dad4fb1d686a/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/438,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_439.jpg,aic,Head of a Woman,Ancient Greek,3rd-2nd century BCE,,unknown,,,439.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/f61d4680-0cbe-76d3-5067-3b8493c0e5e7/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/439,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_440.jpg,aic,Head of a Woman,Ancient Greek,4th-3rd century BCE,,unknown,,,440.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/f52155df-53f9-0a4a-d743-f5e25a58c06e/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/440,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_441.jpg,aic,Head of a Woman,Ancient Greek,3rd-1st century BCE,,unknown,,,441.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/7827bb76-34e2-251d-073e-f8e10dcbc4f6/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/441,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_442.jpg,aic,Head of a Woman Wearing a Wreath,Ancient Greek,3rd-1st century BCE,,unknown,,,442.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/e17ecd89-c135-ba59-251e-20e9bcc2d6c2/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/442,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_443.jpg,aic,Head of a Woman,Ancient Greek,3rd-1st century BCE,,unknown,,,443.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/7409f617-e542-ae48-fe69-9716fb434232/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/443,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_444.jpg,aic,Head of a Woman Wearing a Pointed Diadem,Ancient Greek,4th-3rd century BCE,,unknown,,,444.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/caa0838c-596a-c90f-c5cc-96f8417e1877/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/444,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_445.jpg,aic,Head of a Satyr,Ancient Greek,3rd-2nd century BCE,,unknown,,,445.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/e5344e5e-5a42-6d7b-9b28-6059fa535806/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/445,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_446.jpg,aic,Head of a Man (?),Ancient Greek,2nd-1st century BCE,,unknown,,,446.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/4f39f13c-270b-d1d3-d889-038580b98ded/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/446,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_447.jpg,aic,Head of a Woman Wearing a Diadem,Ancient Greek,3rd-2nd century BCE,,unknown,,,447.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/86a288b7-cf3f-7cf9-74ac-3213da1847d1/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/447,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_448.jpg,aic,Statuette of a Man,Ancient Greek,2nd-1st century BCE,,unknown,,,448.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/ba9ae29d-21e9-5686-8de8-60151118bf04/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/448,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_449.jpg,aic,Head of a Man (?),Ancient Greek,3rd-1st century BCE,,unknown,,,449.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/a7e27981-7bc1-35b3-49e9-2d1657a48b00/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/449,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_450.jpg,aic,Head of a Man (?),Ancient Greek,3rd-1st century BCE,,unknown,,,450.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/68bee207-2dd6-f803-f2c8-5401bba6fe09/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/450,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_451.jpg,aic,Head of a Woman,Ancient Greek,3rd-1st century BCE,,unknown,,,451.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/624813e3-a74a-242c-41cf-b6f9fdcbdc69/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/451,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_452.jpg,aic,Head of a Man,Ancient Greek,4th-3rd century BCE,,unknown,,,452.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/cdcd567f-3509-9d50-b2c3-3b88fb21f3c0/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/452,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_453.jpg,aic,Figurine of a Woman,Ancient Greek,3rd-2nd century BCE,,unknown,,,453.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/d0c4eca6-4187-96d7-f7b6-19f83db7eaff/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/453,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_454.jpg,aic,Statuette of a Seated Girl,Ancient Greek,-330.0,,unknown,,,454.0,2.0,1.0,0.0,0.8,"https://www.artic.edu/iiif/2/38ea638d-c8f7-f916-da08-ac7730b6ed5a/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/454,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['statuette', 'earthenware', 'ceramics', 'sculpture', 'ancient art']","['hellenistic', 'attic']","['statuette', 'terracotta', 'molding', 'hellenistic', 'youth', 'earthenware', 'inorganic material', 'forming', 'attic', 'ceramics', 'sculpture', 'ancient art', 'Greek']",['Arts of the Ancient Mediterranean and Byzantium']
aic_581.jpg,aic,Fan,Benjamin West,1775.0,,unknown,,,581.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/e71a6cfa-1d27-3810-d976-b5b17638974e/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/581,Gift of the Antiquarian Society,Textiles,"['costume accessory - folding fan', 'fan - paper', 'textile', 'costume']",['18th Century'],"['costume accessory - folding fan', 'paper (fiber product)', 'cupids', 'painting', '18th Century', 'fan - paper', 'textile', 'costume', 'mythological figures', 'goddesses', 'women', 'gold leaf', 'ivory', 'metal', 'mother of pearl', 'paint', 'carving']",['Textiles']
aic_593.jpg,aic,Pair of Earrings,Ancient Roman,1.0,,unknown,,,593.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/aea0849c-ebb2-ec77-ee07-144aab851a14/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/593,Gift of Charles L. Hutchinson,Arts of the Ancient Mediterranean and Byzantium,"['ear ornament', 'gold', 'metal', 'jewelry', 'ancient art', 'costume']","['greco-roman (egyptian)', 'ancient']","['ear ornament', 'glass', 'greco-roman (egyptian)', 'gold', 'metal', 'jewelry', 'ancient art', 'beauty', 'rituals', 'ancient', 'costume']",['Arts of the Ancient Mediterranean and Byzantium']
aic_595.jpg,aic,Openwork Ring,Ancient Roman,1.0,,unknown,,,595.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/78e91f32-0be2-6822-bd5a-fb0b0a8a7073/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/595,Gift of Henry H. Getty and Charles L. Hutchinson,Arts of the Ancient Mediterranean and Byzantium,"['gold', 'metal', 'jewelry', 'ancient art', 'costume']","['greco-roman (egyptian)', 'ancient']","['gold', 'gold', 'greco-roman (egyptian)', 'metal', 'jewelry', 'ancient art', 'beauty', 'rituals', 'ancient', 'costume']",['Arts of the Ancient Mediterranean and Byzantium']
aic_601.jpg,aic,Panel (From Woman's Trousers),,1801.0,,unknown,,,601.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/1d4e0ea7-92eb-092b-b81f-8790298cbf01/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/601,Gift of Charles L. Hutchinson,Textiles,"['textile', 'needlework (visual works)', 'costume']",[],"['textile', 'needlework (visual works)', 'costume']",['Textiles']
aic_615.jpg,aic,Pyxis (Container for Personal Objects),Euaion Painter,-450.0,,unknown,,,615.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/1d7a0a68-49a2-66b8-bae9-ffd40e91858a/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/615,Gift of Charles L. Hutchinson,Arts of the Ancient Mediterranean and Byzantium,"['vessel', 'ancient art']",['red-figure'],"['vessel', 'terracotta', 'ancient art', 'red-figure']",['Arts of the Ancient Mediterranean and Byzantium']
aic_616.jpg,aic,Pyxis (Container for Personal Objects),Ancient Greek,-430.0,,unknown,,,616.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/aeb6ae53-78e6-b76d-1993-dd108da55710/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/616,Gift of Charles L. Hutchinson,Arts of the Ancient Mediterranean and Byzantium,"['vessel', 'ancient art']","['greek', 'attic', 'ancient', 'red-figure']","['vessel', 'terracotta', 'greek', 'attic', 'ancient art', 'beauty', 'rituals', 'ancient', 'red-figure']",['Arts of the Ancient Mediterranean and Byzantium']
aic_628.jpg,aic,Scarab Amulet,Ancient Egyptian,-332.0,,unknown,,,628.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/f080837c-5d78-0fa6-1ada-b1d9a4f21378/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/628,"Gift of Henry H. Getty, Charles L. Hutchinson, and Norman W. Harris",Arts of Africa,"['scarab', 'stone', 'jewelry', 'amulet', 'ancient art', 'costume']","['ptolemaic', 'greco-roman (egyptian)', 'ancient', 'egyptian']","['hematite', 'scarab beetle', 'ptolemaic', 'scarab', 'carving', 'stone', 'jewelry', 'greco-roman (egyptian)', 'amulet', 'ancient art', 'costume', 'insects', 'ancient', 'egyptian']",['Arts of Africa']
aic_671.jpg,aic,Bust of Seleucus Nicator of Syria,Sabatino de Angelis,1801.0,,unknown,,,671.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/334bed08-2b18-4fe8-6e69-031e4c9e40aa/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/671,Gift of H. N. Higinbotham,Arts of the Ancient Mediterranean and Byzantium,"['bronze', 'metal', 'sculpture', 'ancient art']","['ptolemaic', 'greco-roman (egyptian)']","['bronze', 'ptolemaic', 'greco-roman (egyptian)', 'metal', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_675.jpg,aic,Bust of Scipio Africanus,Ancient Greek,1801.0,,unknown,,,675.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/f45cd3fb-535a-e9e6-eb43-0f3593bacdcd/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/675,Gift of H. N. Higinbotham,Arts of the Ancient Mediterranean and Byzantium,"['bronze', 'metal', 'sculpture', 'ancient art']",[],"['bronze', 'metal', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_678.jpg,aic,Bust of Sulla,,1801.0,,unknown,,,678.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/d0189e51-6c31-07af-d2be-ddc18abecfaa/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/678,Gift of H. N. Higinbotham,Arts of the Ancient Mediterranean and Byzantium,"['bronze', 'metal', 'sculpture', 'ancient art']",[],"['bronze', 'metal', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_679.jpg,aic,Bust of Heraclitus,Ancient Greek,1801.0,,unknown,,,679.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/60382a06-5cb8-7333-2f9b-f119d064e084/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/679,Gift of H. N. Higinbotham,Arts of the Ancient Mediterranean and Byzantium,"['bronze', 'metal', 'sculpture', 'ancient art']",[],"['bronze', 'metal', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium']
aic_719.jpg,aic,A Burgher of Calais (Jean d'Aire),Auguste Rodin,1889.0,,unknown,,,719.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/d0a72b06-f1ee-4464-d58c-5e39bc0534b3/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/719,Gift of Mrs. Addie M. Hall Ellis,Painting and Sculpture of Europe,"['large scale', 'sculpture']",['Post-Impressionism'],"['large scale', 'plaster', 'Post-Impressionism', 'men', 'coating (material)', 'sculpture', 'portraits']",['Painting and Sculpture of Europe']
aic_776.jpg,aic,Portrait of a Woman,Karl Koepping,1868.0,,unknown,,,776.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/277b6335-5498-513b-69b8-d766c7781e17/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/776,Gift of Charles Sedelmeyer,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings']
aic_807.jpg,aic,Necklace with Pendant,Ancient Roman,101.0,,unknown,,,807.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/52bacfeb-ef40-05ae-1f0d-dd3bbf320570/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/807,Gift of Henry H. Getty and Charles L. Hutchinson,Arts of the Ancient Mediterranean and Byzantium,"['pendant (jewelry)', 'gold', 'metal', 'jewelry', 'ancient art', 'costume']","['roman period (egyptian)', 'ancient']","['pendant (jewelry)', 'gold', 'roman period (egyptian)', 'gold', 'metal', 'jewelry', 'ancient art', 'beauty', 'rituals', 'ancient', 'costume']",['Arts of the Ancient Mediterranean and Byzantium']
aic_809.jpg,aic,Earring with Dolphin Head Finial,Ancient Greek,-300.0,,unknown,,,809.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/6ffd5983-4180-9940-9b61-2cbd431766eb/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/809,"Gift of Henry H. Getty, Charles L. Hutchinson, and Robert H. Fleming",Arts of the Ancient Mediterranean and Byzantium,"['ear ornament', 'gold', 'metal', 'jewelry', 'ancient art', 'costume']","['hellenistic', 'greco-roman', 'greco-roman (egyptian)']","['ear ornament', 'glass', 'hellenistic', 'gold', 'sardonyx', 'onyx', 'chalcedony', 'greco-roman', 'greco-roman (egyptian)', 'metal', 'jewelry', 'ancient art', 'costume']",['Arts of the Ancient Mediterranean and Byzantium']
aic_819.jpg,aic,Abdiel,Horatio Greenough,1838.0,,unknown,,,819.0,2.0,1.0,0.0,0.83,"https://www.artic.edu/iiif/2/0f402a40-9f71-ba6f-53a7-18b24215167d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/819,Gift of Elizabeth G. H. Bartol,Arts of the Americas,"['sculpture', 'american arts']",[],"['sculpture', 'marble', 'men', 'helmets', 'metamorphic rock', 'rock', 'inorganic material', 'american arts', 'soldiers', 'mythology', 'people', 'portraits']",['Arts of the Americas']
